Date,Product,Customer Code,Customer Name,Customer Internal Rating,Legal Entity,Facility ID,Agreement,Term,Term End Date,Max Avail,Product Limit,Product Exposure,Product Avail,Cust Limit,Cust Exposure,Cust Avail,Conn Limit,Conn Exposure,Conn Avail,Facility Limit (Cust Level),Facility Exposure (Cust Level),Facility Avail (Cust Level),Agreement Limit (Cust Level),Agreement Exposure (Cust Level),Agreement Avail (Cust Level),Facility Limit (Conn Level),Facility Exposure (Conn Level),Facility Avail (Conn Level),Country,Country Rating,CSA Agreement,Netting Agreement,Measure,Product Limit Currency,Agreement Limit Currency,Customer Limit Currency,Connection Limit Currency,Facility Cust Currency,Facility Conn Currency,Connection Code
2026-02-27,FX Forward,BMO_CP,Bank of Montreal,8,BCMC,78001,BMO_AGR_001,36,2027-12-31,80000000,80000000,30000000,50000000,300000000,110000000,190000000,400000000,140000000,260000000,80000000,30000000,50000000,300000000,110000000,190000000,80000000,30000000,50000000,CANADA,AAA,Y,Y,Notional,CAD,CAD,CAD,CAD,CAD,CAD,BMOGRP
2026-03-25,Derivative Products,BMO_CP,Bank of Montreal,8,BCMC,78000,BMO_AGR_001,36,2027-12-31,120000000,120000000,55000000,65000000,300000000,110000000,190000000,400000000,140000000,260000000,120000000,55000000,65000000,300000000,110000000,190000000,120000000,55000000,65000000,CANADA,AAA,Y,Y,Notional,CAD,CAD,CAD,CAD,CAD,CAD,BMOGRP
2026-03-25,FX Forward,BMO_CP,Bank of Montreal,8,BCMC,78001,BMO_AGR_001,36,2027-12-31,80000000,80000000,30000000,50000000,300000000,110000000,190000000,400000000,140000000,260000000,80000000,30000000,50000000,300000000,110000000,190000000,80000000,30000000,50000000,CANADA,AAA,Y,Y,Notional,CAD,CAD,CAD,CAD,CAD,CAD,BMOGRP
2026-03-26,Derivative Products,BMO_CP,Bank of Montreal,8,BCMC,78000,BMO_AGR_001,36,2027-12-31,120000000,120000000,55000000,65000000,300000000,110000000,190000000,400000000,140000000,260000000,120000000,55000000,65000000,300000000,110000000,190000000,120000000,55000000,65000000,CANADA,AAA,Y,Y,Notional,CAD,CAD,CAD,CAD,CAD,CAD,BMOGRP
2026-03-26,FX Forward,BMO_CP,Bank of Montreal,8,BCMC,78001,BMO_AGR_001,36,2027-12-31,80000000,80000000,30000000,50000000,300000000,110000000,190000000,400000000,140000000,260000000,80000000,30000000,50000000,300000000,110000000,190000000,80000000,30000000,50000000,CANADA,AAA,Y,Y,Notional,CAD,CAD,CAD,CAD,CAD,CAD,BMOGRP
2026-03-27,Derivative Products,BMO_CP,Bank of Montreal,8,BCMC,78000,BMO_AGR_001,36,2027-12-31,120000000,120000000,55000000,65000000,300000000,110000000,190000000,400000000,140000000,260000000,120000000,55000000,65000000,300000000,110000000,190000000,120000000,55000000,65000000,CANADA,AAA,Y,Y,Notional,CAD,CAD,CAD,CAD,CAD,CAD,BMOGRP
2026-03-27,FX Forward,BMO_CP,Bank of Montreal,8,BCMC,78001,BMO_AGR_001,36,2027-12-31,80000000,80000000,30000000,50000000,300000000,110000000,190000000,400000000,140000000,260000000,80000000,30000000,50000000,300000000,110000000,190000000,80000000,30000000,50000000,CANADA,AAA,Y,Y,Notional,CAD,CAD,CAD,CAD,CAD,CAD,BMOGRP
2026-01-27,FX Forward,GS,Goldman Sachs,7,BCMC,79000,GS_AGR_001,36,2027-12-31,50000000,50000000,35000000,15000000,200000000,95000000,105000000,250000000,115000000,135000000,50000000,35000000,15000000,200000000,95000000,105000000,50000000,35000000,15000000,USA,AA,Y,Y,Notional,USD,USD,USD,USD,USD,USD,GSGRP
2026-01-27,Derivative Products,GS,Goldman Sachs,7,BCMC,79001,GS_AGR_001,36,2027-12-31,100000000,100000000,60000000,40000000,200000000,95000000,105000000,250000000,115000000,135000000,100000000,60000000,40000000,200000000,95000000,105000000,100000000,60000000,40000000,USA,AA,N,N,Notional,USD,USD,USD,USD,USD,USD,GSGRP
2026-01-27,Interest Rate Products,GS,Goldman Sachs,7,BMO,79002,GS_AGR_002,36,2027-12-31,75000000,75000000,20000000,55000000,80000000,25000000,55000000,250000000,115000000,135000000,75000000,20000000,55000000,80000000,25000000,55000000,75000000,20000000,55000000,USA,AA,N,N,Notional,USD,USD,USD,USD,USD,USD,GSGRP
2026-02-27,FX Forward,GS,Goldman Sachs,7,BCMC,79000,GS_AGR_001,36,2027-12-31,50000000,50000000,40000000,10000000,200000000,100000000,100000000,250000000,120000000,130000000,50000000,40000000,10000000,200000000,100000000,100000000,50000000,40000000,10000000,USA,AA,Y,Y,Notional,USD,USD,USD,USD,USD,USD,GSGRP
2026-02-27,Derivative Products,GS,Goldman Sachs,7,BCMC,79001,GS_AGR_001,36,2027-12-31,100000000,100000000,60000000,40000000,200000000,100000000,100000000,250000000,120000000,130000000,100000000,60000000,40000000,200000000,100000000,100000000,100000000,60000000,40000000,USA,AA,N,N,Notional,USD,USD,USD,USD,USD,USD,GSGRP
2026-02-27,Interest Rate Products,GS,Goldman Sachs,7,BMO,79002,GS_AGR_002,36,2027-12-31,75000000,75000000,20000000,55000000,80000000,25000000,55000000,250000000,120000000,130000000,75000000,20000000,55000000,80000000,25000000,55000000,75000000,20000000,55000000,USA,AA,N,N,Notional,USD,USD,USD,USD,USD,USD,GSGRP
2026-03-25,FX Forward,GS,Goldman Sachs,7,BCMC,79000,GS_AGR_001,36,2027-12-31,50000000,50000000,44000000,6000000,200000000,104000000,96000000,250000000,124000000,126000000,50000000,44000000,6000000,200000000,104000000,96000000,50000000,44000000,6000000,USA,AA,Y,Y,Notional,USD,USD,USD,USD,USD,USD,GSGRP
2026-03-25,Derivative Products,GS,Goldman Sachs,7,BCMC,79001,GS_AGR_001,36,2027-12-31,100000000,100000000,60000000,40000000,200000000,104000000,96000000,250000000,124000000,126000000,100000000,60000000,40000000,200000000,104000000,96000000,100000000,60000000,40000000,USA,AA,N,N,Notional,USD,USD,USD,USD,USD,USD,GSGRP
2026-03-25,Interest Rate Products,GS,Goldman Sachs,7,BMO,79002,GS_AGR_002,36,2027-12-31,75000000,75000000,20000000,55000000,80000000,25000000,55000000,250000000,124000000,126000000,75000000,20000000,55000000,80000000,25000000,55000000,75000000,20000000,55000000,USA,AA,N,N,Notional,USD,USD,USD,USD,USD,USD,GSGRP
2026-03-26,FX Forward,GS,Goldman Sachs,7,BCMC,79000,GS_AGR_001,36,2027-12-31,50000000,50000000,48000000,2000000,200000000,108000000,92000000,250000000,128000000,122000000,50000000,48000000,2000000,200000000,108000000,92000000,50000000,48000000,2000000,USA,AA,Y,Y,Notional,USD,USD,USD,USD,USD,USD,GSGRP
2026-03-26,Derivative Products,GS,Goldman Sachs,7,BCMC,79001,GS_AGR_001,36,2027-12-31,100000000,100000000,60000000,40000000,200000000,108000000,92000000,250000000,128000000,122000000,100000000,60000000,40000000,200000000,108000000,92000000,100000000,60000000,40000000,USA,AA,N,N,Notional,USD,USD,USD,USD,USD,USD,GSGRP
2026-03-26,Interest Rate Products,GS,Goldman Sachs,7,BMO,79002,GS_AGR_002,36,2027-12-31,75000000,75000000,20000000,55000000,80000000,25000000,55000000,250000000,128000000,122000000,75000000,20000000,55000000,80000000,25000000,55000000,75000000,20000000,55000000,USA,AA,N,N,Notional,USD,USD,USD,USD,USD,USD,GSGRP
2026-03-27,FX Forward,GS,Goldman Sachs,7,BCMC,79000,GS_AGR_001,36,2027-12-31,50000000,50000000,55000000,-5000000,200000000,115000000,85000000,250000000,135000000,115000000,50000000,55000000,-5000000,200000000,115000000,85000000,50000000,55000000,-5000000,USA,AA,Y,Y,Notional,USD,USD,USD,USD,USD,USD,GSGRP
2026-03-27,Derivative Products,GS,Goldman Sachs,7,BCMC,79001,GS_AGR_001,36,2027-12-31,100000000,100000000,60000000,40000000,200000000,115000000,85000000,250000000,135000000,115000000,100000000,60000000,40000000,200000000,115000000,85000000,100000000,60000000,40000000,USA,AA,N,N,Notional,USD,USD,USD,USD,USD,USD,GSGRP
2026-03-27,Interest Rate Products,GS,Goldman Sachs,7,BMO,79002,GS_AGR_002,36,2027-12-31,75000000,75000000,20000000,55000000,80000000,25000000,55000000,250000000,135000000,115000000,75000000,20000000,55000000,80000000,25000000,55000000,75000000,20000000,55000000,USA,AA,N,N,Notional,USD,USD,USD,USD,USD,USD,GSGRP
2026-01-27,Derivative Products,JPM,JP Morgan Chase,7,BCMC,80000,JPM_AGR_001,36,2027-12-31,120000000,120000000,100000000,20000000,350000000,180000000,170000000,400000000,200000000,200000000,120000000,100000000,20000000,350000000,180000000,170000000,120000000,100000000,20000000,USA,AA,Y,Y,Notional,USD,USD,USD,USD,USD,USD,JPMGRP
2026-01-27,FX Forward,JPM,JP Morgan Chase,7,BCMC,80001,JPM_AGR_001,36,2027-12-31,90000000,90000000,50000000,40000000,350000000,180000000,170000000,400000000,200000000,200000000,90000000,50000000,40000000,350000000,180000000,170000000,90000000,50000000,40000000,USA,AA,Y,N,Notional,USD,USD,USD,USD,USD,USD,JPMGRP
2026-01-27,Equity Products,JPM,JP Morgan Chase,7,BNBI,80002,JPM_AGR_002,36,2027-12-31,60000000,60000000,30000000,30000000,150000000,55000000,95000000,400000000,200000000,200000000,60000000,30000000,30000000,150000000,55000000,95000000,60000000,30000000,30000000,USA,AA,N,N,Notional,USD,USD,USD,USD,USD,USD,JPMGRP
2026-02-27,Derivative Products,JPM,JP Morgan Chase,7,BCMC,80000,JPM_AGR_001,36,2027-12-31,120000000,120000000,90000000,30000000,350000000,170000000,180000000,400000000,190000000,210000000,120000000,90000000,30000000,350000000,170000000,180000000,120000000,90000000,30000000,USA,AA,Y,Y,Notional,USD,USD,USD,USD,USD,USD,JPMGRP
2026-02-27,FX Forward,JPM,JP Morgan Chase,7,BCMC,80001,JPM_AGR_001,36,2027-12-31,90000000,90000000,50000000,40000000,350000000,170000000,180000000,400000000,190000000,210000000,90000000,50000000,40000000,350000000,170000000,180000000,90000000,50000000,40000000,USA,AA,Y,N,Notional,USD,USD,USD,USD,USD,USD,JPMGRP
2026-02-27,Equity Products,JPM,JP Morgan Chase,7,BNBI,80002,JPM_AGR_002,36,2027-12-31,60000000,60000000,30000000,30000000,150000000,55000000,95000000,400000000,190000000,210000000,60000000,30000000,30000000,150000000,55000000,95000000,60000000,30000000,30000000,USA,AA,N,N,Notional,USD,USD,USD,USD,USD,USD,JPMGRP
2026-03-25,Derivative Products,JPM,JP Morgan Chase,7,BCMC,80000,JPM_AGR_001,36,2027-12-31,120000000,120000000,80000000,40000000,350000000,160000000,190000000,400000000,180000000,220000000,120000000,80000000,40000000,350000000,160000000,190000000,120000000,80000000,40000000,USA,AA,Y,Y,Notional,USD,USD,USD,USD,USD,USD,JPMGRP
2026-03-25,FX Forward,JPM,JP Morgan Chase,7,BCMC,80001,JPM_AGR_001,36,2027-12-31,90000000,90000000,50000000,40000000,350000000,160000000,190000000,400000000,180000000,220000000,90000000,50000000,40000000,350000000,160000000,190000000,90000000,50000000,40000000,USA,AA,Y,N,Notional,USD,USD,USD,USD,USD,USD,JPMGRP
2026-03-25,Equity Products,JPM,JP Morgan Chase,7,BNBI,80002,JPM_AGR_002,36,2027-12-31,60000000,60000000,30000000,30000000,150000000,55000000,95000000,400000000,180000000,220000000,60000000,30000000,30000000,150000000,55000000,95000000,60000000,30000000,30000000,USA,AA,N,N,Notional,USD,USD,USD,USD,USD,USD,JPMGRP
2026-03-26,Derivative Products,JPM,JP Morgan Chase,7,BCMC,80000,JPM_AGR_001,36,2027-12-31,120000000,120000000,70000000,50000000,350000000,150000000,200000000,400000000,170000000,230000000,120000000,70000000,50000000,350000000,150000000,200000000,120000000,70000000,50000000,USA,AA,Y,Y,Notional,USD,USD,USD,USD,USD,USD,JPMGRP
2026-03-26,FX Forward,JPM,JP Morgan Chase,7,BCMC,80001,JPM_AGR_001,36,2027-12-31,90000000,90000000,50000000,40000000,350000000,150000000,200000000,400000000,170000000,230000000,90000000,50000000,40000000,350000000,150000000,200000000,90000000,50000000,40000000,USA,AA,Y,N,Notional,USD,USD,USD,USD,USD,USD,JPMGRP
2026-03-26,Equity Products,JPM,JP Morgan Chase,7,BNBI,80002,JPM_AGR_002,36,2027-12-31,60000000,60000000,30000000,30000000,150000000,55000000,95000000,400000000,170000000,230000000,60000000,30000000,30000000,150000000,55000000,95000000,60000000,30000000,30000000,USA,AA,N,N,Notional,USD,USD,USD,USD,USD,USD,JPMGRP
2026-03-27,Derivative Products,JPM,JP Morgan Chase,7,BCMC,80000,JPM_AGR_001,36,2027-12-31,120000000,120000000,60000000,60000000,350000000,140000000,210000000,400000000,160000000,240000000,120000000,60000000,60000000,350000000,140000000,210000000,120000000,60000000,60000000,USA,AA,Y,Y,Notional,USD,USD,USD,USD,USD,USD,JPMGRP
2026-03-27,FX Forward,JPM,JP Morgan Chase,7,BCMC,80001,JPM_AGR_001,36,2027-12-31,90000000,90000000,50000000,40000000,350000000,140000000,210000000,400000000,160000000,240000000,90000000,50000000,40000000,350000000,140000000,210000000,90000000,50000000,40000000,USA,AA,Y,N,Notional,USD,USD,USD,USD,USD,USD,JPMGRP
